year,quarter,state,district,registeredusers,appopens
2020,Q2,West Bengal,Bankura,493964,7119253
2020,Q2,West Bengal,Jhargram,91619,1426586
2020,Q2,West Bengal,Howrah,732829,10749772
2020,Q2,West Bengal,Hooghly,833240,14088639
2020,Q2,West Bengal,Kolkata,1454772,17847613
2020,Q2,West Bengal,Koch Bihar,254788,4045982
2020,Q2,West Bengal,Alipurduar,124685,1958735
2020,Q2,West Bengal,Paschim Bardhaman,588643,8621392
2020,Q2,West Bengal,Nadia,701101,10567886
2020,Q2,West Bengal,Birbhum,454807,6254279
2020,Q2,West Bengal,Purba Medinipur,696243,12407126
2020,Q2,West Bengal,Maldah,477587,8140001
2020,Q2,West Bengal,Darjiling,278780,3613081
2020,Q4,West Bengal,South Twenty Four Parganas,1118649,20403177
2020,Q4,West Bengal,Purba Bardhaman,688167,11910511
2020,Q4,West Bengal,Uttar Dinajpur,336911,6111418
2020,Q4,West Bengal,Kalimpong,32223,482220
2020,Q4,West Bengal,Murshidabad,1085899,16409710
2020,Q4,West Bengal,Paschim Medinipur,747114,14811586
2020,Q4,West Bengal,Dakshin Dinajpur,244088,3027085
2020,Q4,West Bengal,Jalpaiguri,223198,4091384
2020,Q4,West Bengal,Purulia,379046,6293502
2020,Q4,West Bengal,North Twenty Four Parganas,2321888,48635786
2020,Q4,West Bengal,Bankura,567358,9280342
2020,Q4,West Bengal,Jhargram,108168,1997333
2020,Q4,West Bengal,Howrah,875172,16024388
2020,Q4,West Bengal,Hooghly,977339,19163716
2020,Q4,West Bengal,Kolkata,1700474,33693299
2020,Q4,West Bengal,Koch Bihar,319131,5381867
2020,Q4,West Bengal,Alipurduar,155176,2820482
2020,Q4,West Bengal,Paschim Bardhaman,688685,13025454
2020,Q4,West Bengal,Nadia,832891,15442853
2020,Q4,West Bengal,Birbhum,522435,8227523
2020,Q4,West Bengal,Purba Medinipur,824961,17526163
2020,Q4,West Bengal,Maldah,568934,11028591
2020,Q4,West Bengal,Darjiling,344186,5933529
2020,Q1,West Bengal,South Twenty Four Parganas,820857,13296644
2020,Q1,West Bengal,Purba Bardhaman,535655,9064338
2020,Q1,West Bengal,Uttar Dinajpur,244309,3676444
2020,Q1,West Bengal,Kalimpong,20625,265454
2020,Q1,West Bengal,Murshidabad,830132,11493177
2020,Q1,West Bengal,Paschim Medinipur,572195,11239784
2020,Q1,West Bengal,Dakshin Dinajpur,185263,2194988
2020,Q1,West Bengal,Jalpaiguri,156901,2417059
2020,Q1,West Bengal,Purulia,295685,4935551
2020,Q1,West Bengal,North Twenty Four Parganas,1789973,35287689
2020,Q1,West Bengal,Bankura,456100,8602495
2020,Q1,West Bengal,Jhargram,83390,1492453
2020,Q1,West Bengal,Howrah,654600,10773200
2020,Q1,West Bengal,Hooghly,755631,13468675
2020,Q1,West Bengal,Kolkata,1336585,23772049
2020,Q1,West Bengal,Koch Bihar,221552,3352224
2020,Q1,West Bengal,Alipurduar,108508,1641996
2020,Q1,West Bengal,Paschim Bardhaman,538224,9466107
2020,Q1,West Bengal,Nadia,633794,10706723
2020,Q1,West Bengal,Birbhum,415614,6782790
2020,Q1,West Bengal,Purba Medinipur,632173,12408061
2020,Q1,West Bengal,Maldah,427905,7190583
2020,Q1,West Bengal,Darjiling,245151,3539734
2018,Q4,West Bengal,South Twenty Four Parganas,398349,0
2018,Q4,West Bengal,Purba Bardhaman,290805,0
2018,Q4,West Bengal,Uttar Dinajpur,121918,0
2018,Q4,West Bengal,Kalimpong,8428,0
2018,Q4,West Bengal,Murshidabad,417114,0
2018,Q4,West Bengal,Paschim Medinipur,304068,0
2018,Q4,West Bengal,Dakshin Dinajpur,100721,0
2018,Q4,West Bengal,Jalpaiguri,78152,0
2018,Q4,West Bengal,Purulia,164599,0
2018,Q4,West Bengal,North Twenty Four Parganas,946634,0
2018,Q4,West Bengal,Bankura,249721,0
2018,Q4,West Bengal,Jhargram,45172,0
2018,Q4,West Bengal,Howrah,339192,0
2018,Q4,West Bengal,Hooghly,400360,0
2018,Q4,West Bengal,Kolkata,721653,0
2018,Q4,West Bengal,Koch Bihar,110801,0
2018,Q4,West Bengal,Alipurduar,54157,0
2018,Q4,West Bengal,Paschim Bardhaman,302594,0
2018,Q4,West Bengal,Nadia,325690,0
2018,Q4,West Bengal,Birbhum,228310,0
2018,Q4,West Bengal,Purba Medinipur,323889,0
2018,Q4,West Bengal,Maldah,225768,0
2018,Q4,West Bengal,Darjiling,121183,0
2018,Q3,West Bengal,South Twenty Four Parganas,284988,0
2018,Q3,West Bengal,Purba Bardhaman,230690,0
2018,Q3,West Bengal,Uttar Dinajpur,93951,0
2018,Q3,West Bengal,Kalimpong,6258,0
2018,Q3,West Bengal,Murshidabad,335935,0
2018,Q3,West Bengal,Paschim Medinipur,238405,0
2018,Q3,West Bengal,Dakshin Dinajpur,71362,0
2018,Q3,West Bengal,Jalpaiguri,60422,0
2018,Q3,West Bengal,Purulia,131658,0
2018,Q3,West Bengal,North Twenty Four Parganas,722572,0
2018,Q3,West Bengal,Bankura,207830,0
2018,Q3,West Bengal,Jhargram,35579,0
2018,Q3,West Bengal,Howrah,255445,0
2018,Q3,West Bengal,Hooghly,280640,0
2018,Q3,West Bengal,Kolkata,548600,0
2018,Q3,West Bengal,Koch Bihar,83390,0
2018,Q3,West Bengal,Alipurduar,42522,0
2018,Q3,West Bengal,Paschim Bardhaman,251021,0
2018,Q3,West Bengal,Nadia,262694,0
2018,Q3,West Bengal,Birbhum,182144,0
2018,Q3,West Bengal,Purba Medinipur,252759,0
2018,Q3,West Bengal,Maldah,177439,0
2018,Q3,West Bengal,Darjiling,95436,0
2018,Q2,West Bengal,South Twenty Four Parganas,214056,0
2018,Q2,West Bengal,Purba Bardhaman,181944,0
2018,Q2,West Bengal,Uttar Dinajpur,75017,0
2018,Q2,West Bengal,Kalimpong,4536,0
2018,Q2,West Bengal,Murshidabad,276931,0
2018,Q2,West Bengal,Paschim Medinipur,185542,0
2018,Q2,West Bengal,Dakshin Dinajpur,56953,0
2018,Q2,West Bengal,Jalpaiguri,45702,0
2018,Q2,West Bengal,Purulia,106372,0
2018,Q2,West Bengal,North Twenty Four Parganas,572438,0
2018,Q2,West Bengal,Bankura,166700,0
2018,Q2,West Bengal,Jhargram,27960,0
2018,Q2,West Bengal,Howrah,198699,0
2018,Q2,West Bengal,Hooghly,221090,0
2018,Q2,West Bengal,Kolkata,431481,0
2018,Q2,West Bengal,Koch Bihar,62711,0
2018,Q2,West Bengal,Alipurduar,32196,0
2018,Q2,West Bengal,Paschim Bardhaman,203750,0
2018,Q2,West Bengal,Nadia,209683,0
2018,Q2,West Bengal,Birbhum,145905,0
2018,Q2,West Bengal,Purba Medinipur,195830,0
2018,Q2,West Bengal,Maldah,144144,0
2018,Q2,West Bengal,Darjiling,74155,0
2018,Q1,West Bengal,South Twenty Four Parganas,142473,0
2018,Q1,West Bengal,Purba Bardhaman,119528,0
2018,Q1,West Bengal,Uttar Dinajpur,50400,0
2018,Q1,West Bengal,Kalimpong,3090,0
2018,Q1,West Bengal,Murshidabad,187824,0
2018,Q1,West Bengal,Paschim Medinipur,127203,0
2018,Q1,West Bengal,Dakshin Dinajpur,36948,0
2018,Q1,West Bengal,Jalpaiguri,31035,0
2018,Q1,West Bengal,Purulia,73427,0
2018,Q1,West Bengal,North Twenty Four Parganas,396980,0
2018,Q1,West Bengal,Bankura,110008,0
2018,Q1,West Bengal,Jhargram,18243,0
2018,Q1,West Bengal,Howrah,136589,0
2018,Q1,West Bengal,Hooghly,148033,0
2018,Q1,West Bengal,Kolkata,306503,0
2018,Q1,West Bengal,Koch Bihar,41690,0
2018,Q1,West Bengal,Alipurduar,22238,0
2018,Q1,West Bengal,Paschim Bardhaman,139310,0
2018,Q1,West Bengal,Nadia,136396,0
2018,Q1,West Bengal,Birbhum,94598,0
2018,Q1,West Bengal,Purba Medinipur,131380,0
2018,Q1,West Bengal,Maldah,99061,0
2018,Q1,West Bengal,Darjiling,51832,0
2023,Q2,Uttarakhand,Udham Singh Nagar,825744,15713733
2023,Q2,Uttarakhand,Haridwar,965635,22816627
2023,Q2,Uttarakhand,Almora,147376,19821138
2023,Q2,Uttarakhand,Pithoragarh,122297,19706360
2023,Q2,Uttarakhand,Rudraprayag,61372,17737304
2023,Q2,Uttarakhand,Pauri Garhwal,222967,27183718
2023,Q2,Uttarakhand,Bageshwar,58030,9339297
2023,Q2,Uttarakhand,Champawat,67455,10612368
2023,Q2,Uttarakhand,Nainital,442626,21668943
2023,Q2,Uttarakhand,Dehradun,1367275,21310007
2023,Q2,Uttarakhand,Chamoli,106415,21521260
2023,Q2,Uttarakhand,Uttarkashi,85915,17921095
2023,Q2,Uttarakhand,Tehri Garhwal,172215,15452443
2023,Q3,Uttarakhand,Udham Singh Nagar,858970,19041457
2023,Q3,Uttarakhand,Haridwar,1003648,18036939
2023,Q3,Uttarakhand,Almora,153779,16875585
2023,Q3,Uttarakhand,Pithoragarh,127530,16504202
2023,Q3,Uttarakhand,Rudraprayag,63945,14470174
2023,Q3,Uttarakhand,Pauri Garhwal,232186,20843192
2023,Q3,Uttarakhand,Bageshwar,60503,8723376
2023,Q3,Uttarakhand,Champawat,70373,9062821
2023,Q3,Uttarakhand,Nainital,460046,19575822
2023,Q3,Uttarakhand,Dehradun,1419173,23285003
2023,Q3,Uttarakhand,Chamoli,110883,16157702
2023,Q3,Uttarakhand,Uttarkashi,89519,16770800
2023,Q3,Uttarakhand,Tehri Garhwal,179437,17993095
2023,Q4,Uttarakhand,Udham Singh Nagar,890334,57654722
2023,Q4,Uttarakhand,Haridwar,1039146,62230894
2023,Q4,Uttarakhand,Almora,159623,7922062
2023,Q4,Uttarakhand,Pithoragarh,132323,8513224
2023,Q4,Uttarakhand,Rudraprayag,66304,5208225
2023,Q4,Uttarakhand,Pauri Garhwal,240922,13932490
2023,Q4,Uttarakhand,Bageshwar,62927,3219008
2023,Q4,Uttarakhand,Champawat,73193,3178843
2023,Q4,Uttarakhand,Nainital,476343,28310893
2023,Q4,Uttarakhand,Dehradun,1466612,75995634
2023,Q4,Uttarakhand,Chamoli,115112,6898292
2023,Q4,Uttarakhand,Uttarkashi,92982,5715790
2023,Q4,Uttarakhand,Tehri Garhwal,186005,8690220
2023,Q1,Uttarakhand,Udham Singh Nagar,792853,14358663
2023,Q1,Uttarakhand,Haridwar,928785,17263483
2023,Q1,Uttarakhand,Almora,140885,16003317
2023,Q1,Uttarakhand,Pithoragarh,117070,15023589
2023,Q1,Uttarakhand,Rudraprayag,58721,6295493
2023,Q1,Uttarakhand,Pauri Garhwal,213655,23415690
2023,Q1,Uttarakhand,Bageshwar,55410,7332605
2023,Q1,Uttarakhand,Champawat,64508,7722774
2023,Q1,Uttarakhand,Nainital,425816,17152701
2023,Q1,Uttarakhand,Dehradun,1318049,17522945
2023,Q1,Uttarakhand,Chamoli,101718,12728941
2023,Q1,Uttarakhand,Uttarkashi,82107,11191622
2023,Q1,Uttarakhand,Tehri Garhwal,164792,15726870
2024,Q1,Uttarakhand,Udham Singh Nagar,926596,35634255
2024,Q1,Uttarakhand,Haridwar,1079967,22537385
2024,Q1,Uttarakhand,Almora,166660,24825590
2024,Q1,Uttarakhand,Pithoragarh,138218,25156924
2024,Q1,Uttarakhand,Rudraprayag,69176,8589411
2024,Q1,Uttarakhand,Pauri Garhwal,251419,24958805
2024,Q1,Uttarakhand,Bageshwar,65847,9608889
2024,Q1,Uttarakhand,Champawat,76540,12143827
2024,Q1,Uttarakhand,Nainital,495055,23443904
2024,Q1,Uttarakhand,Dehradun,1521402,21535874
2024,Q1,Uttarakhand,Chamoli,120266,26371050
2024,Q1,Uttarakhand,Uttarkashi,97077,14865923
2024,Q1,Uttarakhand,Tehri Garhwal,194028,15140912
2024,Q2,Uttarakhand,Udham Singh Nagar,961363,35375499
2024,Q2,Uttarakhand,Haridwar,1120174,26608854
2024,Q2,Uttarakhand,Almora,173316,32864240
2024,Q2,Uttarakhand,Pithoragarh,143506,25912303
2024,Q2,Uttarakhand,Rudraprayag,71901,18369566
2024,Q2,Uttarakhand,Pauri Garhwal,260947,25273313
2024,Q2,Uttarakhand,Bageshwar,68366,8606339
2024,Q2,Uttarakhand,Champawat,79459,12625203
2024,Q2,Uttarakhand,Nainital,513541,29943244
2024,Q2,Uttarakhand,Dehradun,1575668,33668827
2024,Q2,Uttarakhand,Chamoli,124901,26548485
2024,Q2,Uttarakhand,Uttarkashi,100761,14337141
2024,Q2,Uttarakhand,Tehri Garhwal,201389,19799826
2024,Q3,Uttarakhand,Udham Singh Nagar,992828,20536670
2024,Q3,Uttarakhand,Haridwar,1214585,48256722
2024,Q3,Uttarakhand,Almora,143267,37008554
2024,Q3,Uttarakhand,Pithoragarh,134196,32051033
2024,Q3,Uttarakhand,Rudraprayag,82103,7714932
2024,Q3,Uttarakhand,Pauri Garhwal,216628,88393957
2024,Q3,Uttarakhand,Bageshwar,58164,14074019
2024,Q3,Uttarakhand,Champawat,76009,11783186
2024,Q3,Uttarakhand,Nainital,517594,43742829
2024,Q3,Uttarakhand,Dehradun,1587955,30272536
2024,Q3,Uttarakhand,Chamoli,116505,38116420
2024,Q3,Uttarakhand,Uttarkashi,94223,13721936
2024,Q3,Uttarakhand,Tehri Garhwal,189713,29140948
2024,Q4,Uttarakhand,Udham Singh Nagar,1023155,68492271
2024,Q4,Uttarakhand,Haridwar,1248271,82398846
2024,Q4,Uttarakhand,Almora,147939,7193112
2024,Q4,Uttarakhand,Pithoragarh,138569,7673646
2024,Q4,Uttarakhand,Rudraprayag,82472,3702207
2024,Q4,Uttarakhand,Pauri Garhwal,222404,27266072
2024,Q4,Uttarakhand,Bageshwar,60132,3798723
2024,Q4,Uttarakhand,Champawat,78056,4325531
2024,Q4,Uttarakhand,Nainital,532824,30253971
2024,Q4,Uttarakhand,Dehradun,1632341,98092390
2024,Q4,Uttarakhand,Chamoli,118782,6158137
2024,Q4,Uttarakhand,Uttarkashi,96095,5043755
2024,Q4,Uttarakhand,Tehri Garhwal,194882,9809406
2022,Q2,Uttarakhand,Udham Singh Nagar,683908,10878935
2022,Q2,Uttarakhand,Haridwar,802321,14364808
2022,Q2,Uttarakhand,Almora,123856,13515133
2022,Q2,Uttarakhand,Pithoragarh,102347,11981429
2022,Q2,Uttarakhand,Rudraprayag,51404,8217503
2022,Q2,Uttarakhand,Pauri Garhwal,187078,18536724
2022,Q2,Uttarakhand,Bageshwar,48546,6282507
2022,Q2,Uttarakhand,Champawat,56221,7883171
2022,Q2,Uttarakhand,Nainital,370360,13596899
2022,Q2,Uttarakhand,Dehradun,1146386,16173449
2022,Q2,Uttarakhand,Chamoli,88939,12278609
2022,Q2,Uttarakhand,Uttarkashi,71641,10153252
2022,Q2,Uttarakhand,Tehri Garhwal,144049,12603266
2022,Q4,Uttarakhand,Udham Singh Nagar,757652,28964603
2022,Q4,Uttarakhand,Haridwar,887967,36677900
2022,Q4,Uttarakhand,Almora,134730,4394432
2022,Q4,Uttarakhand,Pithoragarh,111983,4001763
2022,Q4,Uttarakhand,Rudraprayag,56195,2453365
2022,Q4,Uttarakhand,Pauri Garhwal,204585,6799314
2022,Q4,Uttarakhand,Bageshwar,52992,1677425
2022,Q4,Uttarakhand,Champawat,61714,2268699
2022,Q4,Uttarakhand,Nainital,407806,13801569
2022,Q4,Uttarakhand,Dehradun,1262999,47580766
2022,Q4,Uttarakhand,Chamoli,97308,4043138
2022,Q4,Uttarakhand,Uttarkashi,78484,2847190
2022,Q4,Uttarakhand,Tehri Garhwal,157634,5175383
2022,Q1,Uttarakhand,Udham Singh Nagar,647495,9927344
2022,Q1,Uttarakhand,Haridwar,760173,11480579
2022,Q1,Uttarakhand,Almora,117262,9511833
2022,Q1,Uttarakhand,Pithoragarh,96837,8077163
2022,Q1,Uttarakhand,Rudraprayag,48532,4083418
2022,Q1,Uttarakhand,Pauri Garhwal,177248,14052401
2022,Q1,Uttarakhand,Bageshwar,45938,4803646
2022,Q1,Uttarakhand,Champawat,53166,4736664
2022,Q1,Uttarakhand,Nainital,351226,10583932
2022,Q1,Uttarakhand,Dehradun,1088710,14847429
2022,Q1,Uttarakhand,Chamoli,84165,7610104
2022,Q1,Uttarakhand,Uttarkashi,67713,6453267
2022,Q1,Uttarakhand,Tehri Garhwal,136364,9056602
2022,Q3,Uttarakhand,Udham Singh Nagar,722008,11034214
2022,Q3,Uttarakhand,Haridwar,846066,13296725
2022,Q3,Uttarakhand,Almora,129898,13737811
2022,Q3,Uttarakhand,Pithoragarh,107498,11128867
2022,Q3,Uttarakhand,Rudraprayag,54045,9532300
2022,Q3,Uttarakhand,Pauri Garhwal,196481,17689225
2022,Q3,Uttarakhand,Bageshwar,50935,5439174
2022,Q3,Uttarakhand,Champawat,59167,6956304
2022,Q3,Uttarakhand,Nainital,389791,13701523
2022,Q3,Uttarakhand,Dehradun,1205785,14982533
2022,Q3,Uttarakhand,Chamoli,93488,12542308
2022,Q3,Uttarakhand,Uttarkashi,75369,10508319
2022,Q3,Uttarakhand,Tehri Garhwal,151445,12254547
2021,Q2,Uttarakhand,Udham Singh Nagar,528392,8809699
2021,Q2,Uttarakhand,Haridwar,622292,11391535
2021,Q2,Uttarakhand,Almora,94196,6054321
2021,Q2,Uttarakhand,Pithoragarh,78079,3600450
2021,Q2,Uttarakhand,Rudraprayag,39076,1847004
2021,Q2,Uttarakhand,Pauri Garhwal,143460,7332076
2021,Q2,Uttarakhand,Bageshwar,36947,2273384
2021,Q2,Uttarakhand,Champawat,42748,2436509
2021,Q2,Uttarakhand,Nainital,288162,6729824
2021,Q2,Uttarakhand,Dehradun,898504,15857272
2021,Q2,Uttarakhand,Chamoli,67712,3678939
2021,Q2,Uttarakhand,Uttarkashi,54582,2940062
2021,Q2,Uttarakhand,Tehri Garhwal,109890,5428961
2021,Q4,Uttarakhand,Udham Singh Nagar,609138,19017549
2021,Q4,Uttarakhand,Haridwar,716044,24859412
2021,Q4,Uttarakhand,Almora,109803,2758732
2021,Q4,Uttarakhand,Pithoragarh,90791,2356602
2021,Q4,Uttarakhand,Rudraprayag,45433,1457596
2021,Q4,Uttarakhand,Pauri Garhwal,166482,4803777
2021,Q4,Uttarakhand,Bageshwar,43111,1060682
2021,Q4,Uttarakhand,Champawat,49852,1314376
2021,Q4,Uttarakhand,Nainital,330999,9395358
2021,Q4,Uttarakhand,Dehradun,1028085,36320772
2021,Q4,Uttarakhand,Chamoli,78848,2262358
2021,Q4,Uttarakhand,Uttarkashi,63536,1756540
2021,Q4,Uttarakhand,Tehri Garhwal,127893,3564600
2021,Q3,Uttarakhand,Udham Singh Nagar,568881,11164838
2021,Q3,Uttarakhand,Haridwar,669249,14435498
2021,Q3,Uttarakhand,Almora,102118,5454284
2021,Q3,Uttarakhand,Pithoragarh,84476,3786013
2021,Q3,Uttarakhand,Rudraprayag,42317,1937591
2021,Q3,Uttarakhand,Pauri Garhwal,155054,7889492
2021,Q3,Uttarakhand,Bageshwar,40083,2160085
2021,Q3,Uttarakhand,Champawat,46279,2383548
2021,Q3,Uttarakhand,Nainital,309820,8514293
2021,Q3,Uttarakhand,Dehradun,963594,20465729
2021,Q3,Uttarakhand,Chamoli,73432,4144214
2021,Q3,Uttarakhand,Uttarkashi,59174,3114485
2021,Q3,Uttarakhand,Tehri Garhwal,119032,5436460
2021,Q1,Uttarakhand,Udham Singh Nagar,492646,9428732
2021,Q1,Uttarakhand,Haridwar,580532,13357801
2021,Q1,Uttarakhand,Almora,87354,1315830
2021,Q1,Uttarakhand,Pithoragarh,72579,1110149
2021,Q1,Uttarakhand,Rudraprayag,36234,579475
2021,Q1,Uttarakhand,Pauri Garhwal,133484,2364521
2021,Q1,Uttarakhand,Bageshwar,34317,507210
2021,Q1,Uttarakhand,Champawat,39747,598839
2021,Q1,Uttarakhand,Nainital,269308,5003855
2021,Q1,Uttarakhand,Dehradun,840361,21152787
2021,Q1,Uttarakhand,Chamoli,62779,1060621
2021,Q1,Uttarakhand,Uttarkashi,50696,877255
2021,Q1,Uttarakhand,Tehri Garhwal,102085,1925185
2020,Q1,Uttarakhand,Udham Singh Nagar,351112,5680060
2020,Q1,Uttarakhand,Haridwar,408768,7742684
2020,Q1,Uttarakhand,Almora,55964,654844
2020,Q1,Uttarakhand,Pithoragarh,46554,578620
2020,Q1,Uttarakhand,Rudraprayag,23316,313705
2020,Q1,Uttarakhand,Pauri Garhwal,90270,1126535
2020,Q1,Uttarakhand,Bageshwar,21756,240952
2020,Q1,Uttarakhand,Champawat,25824,318138
2020,Q1,Uttarakhand,Nainital,186948,2555070
2020,Q1,Uttarakhand,Dehradun,593420,11517755
2020,Q1,Uttarakhand,Chamoli,40668,535854
2020,Q1,Uttarakhand,Uttarkashi,32713,466273
2020,Q1,Uttarakhand,Tehri Garhwal,66293,900775
2020,Q4,Uttarakhand,Udham Singh Nagar,456356,8491091
2020,Q4,Uttarakhand,Haridwar,537058,11230717
2020,Q4,Uttarakhand,Almora,81020,1556788
2020,Q4,Uttarakhand,Pithoragarh,67024,1215000
2020,Q4,Uttarakhand,Rudraprayag,33576,700549
2020,Q4,Uttarakhand,Pauri Garhwal,123892,2298463
2020,Q4,Uttarakhand,Bageshwar,31803,578048
2020,Q4,Uttarakhand,Champawat,36726,646822
2020,Q4,Uttarakhand,Nainital,249856,4658284
2020,Q4,Uttarakhand,Dehradun,779564,17251110
2020,Q4,Uttarakhand,Chamoli,58039,1139012
2020,Q4,Uttarakhand,Uttarkashi,46810,895893
2020,Q4,Uttarakhand,Tehri Garhwal,94520,1903111
2020,Q3,Uttarakhand,Udham Singh Nagar,418390,6671041
2020,Q3,Uttarakhand,Haridwar,491252,8936480
2020,Q3,Uttarakhand,Almora,72829,1336245
2020,Q3,Uttarakhand,Pithoragarh,60279,1010673
2020,Q3,Uttarakhand,Rudraprayag,30389,547787
2020,Q3,Uttarakhand,Pauri Garhwal,112287,1825649
2020,Q3,Uttarakhand,Bageshwar,28329,461430
2020,Q3,Uttarakhand,Champawat,33279,555158
2020,Q3,Uttarakhand,Nainital,227497,3413516
2020,Q3,Uttarakhand,Dehradun,711303,12440947
2020,Q3,Uttarakhand,Chamoli,52184,906265
2020,Q3,Uttarakhand,Uttarkashi,42144,749397
2020,Q3,Uttarakhand,Tehri Garhwal,85276,1522760
2020,Q2,Uttarakhand,Udham Singh Nagar,383547,5359520
2020,Q2,Uttarakhand,Haridwar,448939,7034053
2020,Q2,Uttarakhand,Almora,64523,1046539
2020,Q2,Uttarakhand,Pithoragarh,53375,800362
2020,Q2,Uttarakhand,Rudraprayag,26968,444634
2020,Q2,Uttarakhand,Pauri Garhwal,101276,1372488
2020,Q2,Uttarakhand,Bageshwar,25163,374922
2020,Q2,Uttarakhand,Champawat,29540,455707
2020,Q2,Uttarakhand,Nainital,206076,2619859
2020,Q2,Uttarakhand,Dehradun,649026,9008962
2020,Q2,Uttarakhand,Chamoli,46467,720942
2020,Q2,Uttarakhand,Uttarkashi,37671,652111
2020,Q2,Uttarakhand,Tehri Garhwal,75996,1184694
2019,Q4,Uttarakhand,Udham Singh Nagar,319839,5095900
2019,Q4,Uttarakhand,Haridwar,368737,6710304
2019,Q4,Uttarakhand,Almora,49664,617545
2019,Q4,Uttarakhand,Pithoragarh,40980,492315
2019,Q4,Uttarakhand,Rudraprayag,20470,266933
2019,Q4,Uttarakhand,Pauri Garhwal,81489,1047368
2019,Q4,Uttarakhand,Bageshwar,19160,187978
2019,Q4,Uttarakhand,Champawat,22957,268152
2019,Q4,Uttarakhand,Nainital,169212,2238913
2019,Q4,Uttarakhand,Dehradun,537026,10294347
2019,Q4,Uttarakhand,Chamoli,35948,451166
2019,Q4,Uttarakhand,Uttarkashi,28653,386533
2019,Q4,Uttarakhand,Tehri Garhwal,58542,796413
2019,Q2,Uttarakhand,Udham Singh Nagar,266958,1445656
2019,Q2,Uttarakhand,Haridwar,299436,1709877
2019,Q2,Uttarakhand,Almora,39593,192173
2019,Q2,Uttarakhand,Pithoragarh,32308,148023
2019,Q2,Uttarakhand,Rudraprayag,15761,98011
2019,Q2,Uttarakhand,Pauri Garhwal,65607,322540
2019,Q2,Uttarakhand,Bageshwar,15082,57914
2019,Q2,Uttarakhand,Champawat,18443,75783
2019,Q2,Uttarakhand,Nainital,137114,606173
2019,Q2,Uttarakhand,Dehradun,428353,2311421
2019,Q2,Uttarakhand,Chamoli,28063,142260
2019,Q2,Uttarakhand,Uttarkashi,21969,107364
2019,Q2,Uttarakhand,Tehri Garhwal,45652,237084
2019,Q1,Uttarakhand,Udham Singh Nagar,238514,0
2019,Q1,Uttarakhand,Haridwar,262411,0
2019,Q1,Uttarakhand,Almora,33092,0
2019,Q1,Uttarakhand,Pithoragarh,26621,0
2019,Q1,Uttarakhand,Rudraprayag,12967,0
2019,Q1,Uttarakhand,Pauri Garhwal,56173,0
2019,Q1,Uttarakhand,Bageshwar,12260,0
2019,Q1,Uttarakhand,Champawat,15679,0
2019,Q1,Uttarakhand,Nainital,118824,0
2019,Q1,Uttarakhand,Dehradun,369578,0
2019,Q1,Uttarakhand,Chamoli,23274,0
2019,Q1,Uttarakhand,Uttarkashi,17873,0
2019,Q1,Uttarakhand,Tehri Garhwal,37689,0
2019,Q3,Uttarakhand,Udham Singh Nagar,292858,4445854
2019,Q3,Uttarakhand,Haridwar,334619,5961468
2019,Q3,Uttarakhand,Almora,44182,483290
2019,Q3,Uttarakhand,Pithoragarh,36353,424940
2019,Q3,Uttarakhand,Rudraprayag,18065,238590
2019,Q3,Uttarakhand,Pauri Garhwal,73363,882928
2019,Q3,Uttarakhand,Bageshwar,16943,159321
2019,Q3,Uttarakhand,Champawat,20481,236496
2019,Q3,Uttarakhand,Nainital,153561,1918096
2019,Q3,Uttarakhand,Dehradun,486157,8514501
2019,Q3,Uttarakhand,Chamoli,32036,404145
2019,Q3,Uttarakhand,Uttarkashi,25151,331612
2019,Q3,Uttarakhand,Tehri Garhwal,52090,659747
2018,Q2,Uttarakhand,Udham Singh Nagar,132549,0
2018,Q2,Uttarakhand,Haridwar,140718,0
2018,Q2,Uttarakhand,Almora,15473,0
2018,Q2,Uttarakhand,Pithoragarh,12486,0
2018,Q2,Uttarakhand,Rudraprayag,6028,0
2018,Q2,Uttarakhand,Pauri Garhwal,28153,0
2018,Q2,Uttarakhand,Bageshwar,5915,0
2018,Q2,Uttarakhand,Champawat,7632,0
2018,Q2,Uttarakhand,Nainital,65142,0
2018,Q2,Uttarakhand,Dehradun,198296,0
